name,hit_points,armor_class,wisdom_save,constitution_save,damage_resistances_count,damage_immunities_count,offensive_threat,max_damage_per_hit,intelligence_save,legendary_actions_count,charisma_save,hit_dice_count,dexterity_save,condition_immunities_count,passive_perception,special_abilities_count,charisma,skills.arcana,skills.stealth,constitution,cr
Quasit Familiar,14,13,1.0,1.0,4,1,15,5,0.0,0,1.0,4,3.0,1,11,3,12,0.0,3.0,12,0.5
Quipper,1,13,-2.0,-1.0,0,0,1,1,-4.0,0,-3.0,1,3.0,0,8,1,4,-4.0,3.0,8,0.0
Rakshasa,161,16,3.0,4.0,2,0,60,10,3.0,0,5.0,19,3.0,0,13,1,20,3.0,3.0,18,13.0
Raptor,32,13,1.0,1.0,0,0,8,8,-3.0,0,-3.0,5,2.0,0,11,1,5,-3.0,2.0,12,1.0
Rat,1,11,0.0,-1.0,0,0,1,1,-4.0,0,-3.0,1,1.0,0,10,1,4,-4.0,1.0,8,0.0
Raven,1,12,1.0,-1.0,0,0,1,1,-4.0,0,-3.0,1,2.0,0,13,1,4,-4.0,2.0,8,0.0
Red Dragon Wyrmling,75,17,0.0,3.0,0,1,40,20,1.0,0,2.0,10,1.0,0,12,1,14,1.0,1.0,16,4.0
Reef Shark,22,12,0.0,1.0,0,0,6,6,-4.0,0,-3.0,4,1.0,0,12,2,4,-4.0,1.0,12,0.5
Remorhaz,195,17,5.0,5.0,0,2,64,16,1.0,0,-3.0,17,1.0,0,11,1,5,-3.0,1.0,20,12.0
Remorhaz Spawn,95,14,4.0,4.0,0,2,33,11,-3.0,0,-3.0,10,2.0,0,11,1,5,-3.0,2.0,18,5.0
Revenant,110,13,4.0,7.0,2,1,33,11,0.0,0,7.0,13,3.0,6,11,4,18,0.0,3.0,18,5.0
Revilock,39,12,0.0,2.0,0,0,12,4,2.0,0,-1.0,6,2.0,1,14,3,8,2.0,2.0,14,2.0
Rhinoceros,45,12,1.0,2.0,0,0,14,14,-4.0,0,-3.0,6,-1.0,0,11,0,4,-4.0,-1.0,14,2.0
Riding Horse,19,10,0.0,1.0,0,0,4,4,-4.0,0,-2.0,3,1.0,0,10,0,6,-4.0,1.0,12,0.25
River Dragon Wyrmling,44,16,2.0,1.0,1,0,26,13,0.0,0,0.0,8,2.0,1,14,3,10,0.0,2.0,12,2.0
Roc,232,15,6.0,10.0,0,0,69,23,-4.0,0,4.0,15,5.0,0,16,2,8,-4.0,0.0,20,13.0
Roc Juvenile,147,14,4.0,7.0,0,0,48,16,-4.0,0,-1.0,14,1.0,0,14,1,8,-4.0,1.0,18,8.0
Roper,93,20,2.0,3.0,0,0,52,13,-2.0,0,-3.0,11,-1.0,0,12,3,4,-2.0,-1.0,16,5.0
Rug of Smothering,45,12,0.0,2.0,1,2,0,0,-5.0,0,-5.0,7,2.0,8,10,2,1,-5.0,2.0,14,2.0
Rust Monster,27,15,1.0,1.0,0,0,15,5,-4.0,0,-2.0,5,1.0,0,11,2,6,-4.0,1.0,12,0.5
Saber-Toothed Tiger,45,12,1.0,2.0,0,0,24,12,-4.0,0,-2.0,6,2.0,0,13,1,6,-4.0,2.0,14,2.0
Sahuagin,22,12,1.0,1.0,0,0,10,5,0.0,0,0.0,4,0.0,0,13,3,10,0.0,0.0,12,0.5
Sahuagin Champion,90,16,4.0,6.0,0,0,24,8,0.0,0,2.0,12,7.0,0,14,3,14,0.0,4.0,16,5.0
Salamander,90,15,3.0,5.0,1,1,45,15,0.0,0,1.0,12,2.0,0,10,1,12,0.0,2.0,14,6.0
Salamander Noble,136,15,3.0,5.0,1,1,60,15,0.0,0,1.0,16,2.0,0,10,1,12,0.0,2.0,14,8.0
Salamander Nymph,27,14,0.0,1.0,0,1,4,4,-1.0,0,-1.0,5,2.0,0,10,1,8,-1.0,2.0,12,1.0
Sand Ray,97,13,4.0,2.0,1,0,44,11,1.0,0,1.0,13,3.0,2,11,2,12,1.0,3.0,14,8.0
Sand Worm,247,18,5.0,11.0,0,0,100,25,1.0,0,2.0,15,-1.0,0,15,2,4,-4.0,-1.0,22,15.0
Sapphire Dragon Wyrmling,58,17,2.0,2.0,0,1,38,19,3.0,0,1.0,9,3.0,1,14,1,12,3.0,3.0,14,3.0
Satyr,22,13,0.0,0.0,0,0,30,6,0.0,0,3.0,5,2.0,0,12,1,16,0.0,2.0,10,0.5
Scarecrow,31,12,0.0,0.0,2,1,20,5,-2.0,0,2.0,7,2.0,6,10,4,14,-2.0,2.0,10,1.0
Scarecrow Harvester,67,14,2.0,3.0,2,1,48,8,1.0,0,3.0,9,4.0,6,12,2,16,1.0,4.0,16,4.0
Scorpion,1,11,-1.0,-1.0,0,0,1,1,-5.0,0,-3.0,1,0.0,0,9,0,4,-5.0,0.0,8,0.0
Scorpionfolk,52,15,0.0,2.0,0,0,10,5,0.0,0,0.0,7,1.0,0,12,0,10,0.0,1.0,14,3.0
Scorpionfolk Imperator,52,15,0.0,2.0,0,0,30,5,4.0,0,0.0,7,1.0,0,12,1,10,4.0,1.0,14,5.0
Scout,19,15,2.0,2.0,0,0,21,7,0.0,0,0.0,3,5.0,0,16,1,10,0.0,3.0,14,0.5
Scrag,84,15,1.0,5.0,0,0,33,11,-1.0,0,-1.0,8,1.0,0,11,6,8,-1.0,1.0,20,5.0
Sea Hag,52,14,3.0,5.0,0,0,20,10,1.0,0,3.0,7,1.0,0,11,3,16,1.0,1.0,16,2.0
Sea Serpent,247,17,7.0,11.0,0,0,255,51,2.0,0,4.0,15,5.0,0,12,3,8,-3.0,0.0,22,16.0
Seahorse,1,11,0.0,-1.0,0,0,0,0,-4.0,0,-3.0,1,1.0,0,10,1,4,-4.0,1.0,8,0.0
Shadow,18,12,0.0,0.0,6,2,9,9,-1.0,0,2.0,4,2.0,9,10,3,14,-1.0,2.0,10,1.0
Shadow Demon,45,13,2.0,2.0,4,4,42,14,1.0,0,5.0,10,5.0,8,12,3,16,1.0,3.0,10,4.0
Shadow Dragon Wyrmling,52,16,0.0,2.0,6,2,36,18,0.0,0,2.0,8,2.0,7,12,3,14,0.0,2.0,14,3.0
Shadow Elf Champion Warrior,90,16,4.0,6.0,0,0,28,7,0.0,0,2.0,12,7.0,0,14,1,14,0.0,4.0,16,5.0
Shadow Elf High Priest,82,18,7.0,3.0,0,0,25,5,4.0,0,6.0,11,0.0,0,14,2,16,1.0,0.0,16,6.0
Shadow Elf Mage,67,12,4.0,3.0,0,0,66,11,6.0,0,0.0,9,2.0,0,14,2,10,3.0,2.0,16,6.0
Shadow Elf Spellcaster Drider,114,17,3.0,4.0,1,0,105,15,0.0,0,1.0,12,3.0,0,16,5,12,0.0,3.0,18,6.0
Shadow Elf Warrior,11,13,2.0,1.0,0,0,12,4,0.0,0,0.0,2,1.0,0,14,1,10,0.0,1.0,12,0.25
Shambling Mound,123,15,1.0,4.0,3,1,39,13,-2.0,0,-2.0,13,0.0,3,11,1,6,-2.0,0.0,18,6.0
Shield Guardian,133,17,0.0,4.0,0,1,39,13,-2.0,0,-4.0,14,0.0,6,10,5,3,-2.0,0.0,18,7.0
Shrieker,13,5,-4.0,0.0,0,0,0,0,-5.0,0,-5.0,3,-5.0,8,6,1,1,-5.0,-5.0,10,0.0
Shroud Ray,97,13,4.0,2.0,1,0,44,11,1.0,0,1.0,13,3.0,2,11,3,12,1.0,3.0,14,8.0
Silver Dragon Wyrmling,60,17,0.0,3.0,0,1,80,20,1.0,0,2.0,8,2.0,0,12,1,14,1.0,2.0,16,3.0
Siren,38,11,2.0,1.0,0,0,8,4,0.0,0,2.0,7,1.0,0,10,1,14,0.0,1.0,12,1.0
Skeletal Champion,58,15,-1.0,4.0,0,1,24,8,-2.0,0,-3.0,9,5.0,2,9,1,5,-2.0,3.0,14,3.0
Skeletal Tyrannosaurus Rex,126,13,-1.0,5.0,0,1,75,25,-4.0,0,-3.0,11,0.0,2,9,1,5,-4.0,0.0,20,8.0
Skeletal Warhorse,30,11,-1.0,2.0,0,1,7,7,-4.0,0,-3.0,4,1.0,2,9,1,5,-4.0,1.0,14,0.5
Skeleton,13,13,-1.0,2.0,0,1,10,5,-2.0,0,-3.0,2,2.0,2,9,1,5,-2.0,2.0,14,0.25
Skeleton Horde,65,13,-1.0,2.0,0,1,54,27,-2.0,0,-3.0,10,2.0,2,9,1,5,-2.0,2.0,14,4.0
Snake Lamia,85,13,3.0,3.0,0,0,40,10,2.0,0,4.0,10,3.0,0,15,2,18,2.0,3.0,16,4.0
Solar,319,21,10.0,9.0,2,2,69,23,6.0,8,17.0,22,6.0,4,27,2,30,6.0,6.0,28,21.0
Soldier,19,16,0.0,4.0,0,0,12,6,0.0,0,0.0,3,1.0,0,12,0,10,0.0,1.0,14,0.5
Soldier Squad,97,16,0.0,2.0,0,0,31,31,0.0,0,0.0,15,1.0,0,13,3,10,0.0,1.0,14,5.0
Spark Mephit,17,12,0.0,0.0,0,2,12,4,-1.0,0,1.0,5,2.0,1,10,2,12,-1.0,2.0,10,0.5
Specter,22,12,0.0,0.0,6,2,30,10,0.0,0,2.0,5,2.0,10,10,3,14,0.0,2.0,10,1.0
Spell-warped Chuul,127,16,3.0,3.0,0,1,33,11,-3.0,0,0.0,15,0.0,2,13,7,10,-3.0,0.0,16,7.0
Sphinx,142,20,10.0,8.0,0,2,68,17,8.0,0,5.0,15,6.0,4,20,2,20,4.0,2.0,18,11.0
Spider,1,12,0.0,-1.0,0,0,1,1,-5.0,0,-4.0,1,2.0,0,10,3,2,-5.0,2.0,8,0.0
Spirit Naga,85,16,5.0,6.0,0,1,40,10,3.0,0,6.0,10,6.0,2,12,3,16,3.0,3.0,16,6.0
Sprite,2,14,1.0,0.0,0,0,4,1,2.0,0,0.0,1,4.0,0,13,1,10,2.0,4.0,10,0.25
Spy,27,12,4.0,0.0,0,0,10,5,1.0,0,2.0,6,4.0,0,14,1,14,1.0,2.0,10,1.0
Spymaster,97,16,4.0,2.0,0,0,12,6,4.0,0,1.0,15,6.0,0,14,4,12,1.0,3.0,14,7.0
Steam Mephit,21,10,0.0,0.0,0,2,6,2,-1.0,0,0.0,6,0.0,1,10,2,10,-1.0,0.0,10,0.25
Stegosaurus,63,16,1.0,4.0,0,0,17,17,-4.0,0,-3.0,6,0.0,0,11,0,5,-4.0,0.0,18,3.0
Stirge,2,13,-1.0,0.0,0,0,2,1,-4.0,0,-3.0,1,3.0,0,9,0,4,-4.0,3.0,10,0.125
Stone Colossus,263,17,1.0,5.0,0,4,90,30,-4.0,5,-5.0,17,0.0,6,11,5,1,-4.0,0.0,20,16.0
Stone Giant,126,17,4.0,8.0,1,0,60,20,0.0,0,0.0,11,5.0,1,14,1,10,0.0,2.0,20,8.0
Stone Giant Stonetalker,126,17,4.0,8.0,1,0,100,20,0.0,0,0.0,11,5.0,1,14,2,10,0.0,2.0,20,8.0
Stone Guardian,178,17,1.0,5.0,0,4,90,30,-4.0,0,-5.0,17,0.0,6,11,3,1,-4.0,0.0,20,10.0
Storm Giant,230,16,9.0,10.0,1,2,220,44,3.0,0,9.0,20,2.0,0,19,2,18,3.0,2.0,20,14.0
Storm Giant Monarch,460,16,9.0,10.0,1,2,220,44,3.0,0,9.0,40,2.0,0,19,2,18,3.0,2.0,20,14.0
Stout Halfling Guard,11,15,0.0,1.0,0,0,6,3,0.0,0,0.0,2,1.0,0,14,0,10,0.0,1.0,12,0.125
Strider,90,16,7.0,3.0,0,0,42,14,1.0,0,1.0,12,7.0,0,20,3,12,1.0,4.0,16,5.0
Swarm of Bats,18,12,1.0,0.0,3,0,7,7,-4.0,0,-3.0,4,2.0,9,11,3,4,-4.0,2.0,10,0.25
Swarm of Insects,22,12,-2.0,0.0,3,0,22,11,-5.0,0,-3.0,5,2.0,9,8,1,4,-5.0,2.0,10,0.5
Swarm of Khalkos Spawn,71,16,4.0,2.0,6,0,26,13,5.0,0,3.0,11,3.0,8,12,0,12,4.0,3.0,14,2.0
Swarm of Poisonous Snakes,45,14,0.0,0.0,3,0,7,7,-5.0,0,-3.0,10,4.0,9,10,1,4,-5.0,4.0,10,2.0
Swarm of Quippers,28,13,-2.0,-1.0,3,0,10,10,-4.0,0,-3.0,8,3.0,9,8,2,4,-4.0,3.0,8,1.0
Swarm of Rats,17,11,0.0,-1.0,3,0,7,7,-4.0,0,-3.0,5,1.0,9,10,2,4,-4.0,1.0,8,0.25
Swarm of Ravens,17,12,1.0,-1.0,3,0,7,7,-4.0,0,-3.0,5,2.0,9,13,1,4,-4.0,2.0,8,0.25
Tarrasque,1230,25,11.0,19.0,0,3,336,42,6.0,7,11.0,60,10.0,5,12,7,14,-3.0,1.0,30,30.0
Thug,32,14,0.0,2.0,0,0,28,7,0.0,0,0.0,5,1.0,0,10,0,10,0.0,1.0,14,1.0
Thunderbird,57,12,3.0,4.0,0,0,36,9,-4.0,0,-1.0,6,2.0,0,15,2,8,-4.0,2.0,18,3.0
Tiger,30,12,1.0,2.0,0,0,16,8,-4.0,0,-3.0,4,2.0,0,13,1,4,-4.0,2.0,14,1.0
Titanic Dragon Turtle,396,21,9.0,12.0,2,0,260,52,8.0,5,3.0,24,6.0,0,13,3,16,2.0,0.0,22,24.0
Titanic Kraken,888,20,12.0,16.0,3,2,252,36,14.0,4,4.0,48,8.0,0,14,5,18,6.0,0.0,26,25.0
Treant,138,18,5.0,5.0,2,0,80,20,1.0,0,1.0,12,-1.0,0,15,4,12,1.0,-1.0,20,9.0
Triceratops,84,14,1.0,4.0,0,0,48,24,-4.0,0,-3.0,8,0.0,0,11,0,5,-4.0,0.0,18,5.0
Trickster Priest,32,12,5.0,2.0,0,0,16,4,1.0,0,3.0,5,0.0,0,13,1,12,1.0,0.0,14,2.0
Troglodyte,19,11,1.0,2.0,0,0,20,5,0.0,0,0.0,3,1.0,0,11,2,10,0.0,1.0,14,0.5
Troll,84,15,1.0,5.0,0,0,33,11,-1.0,0,-1.0,8,1.0,0,11,5,8,-1.0,1.0,20,5.0
Tyrannosaurus Rex,126,13,1.0,5.0,0,0,75,25,-4.0,0,-3.0,11,0.0,0,11,0,5,-4.0,0.0,20,8.0
Unicorn,85,14,5.0,4.0,0,1,72,9,3.0,0,5.0,9,4.0,3,15,2,20,3.0,4.0,18,5.0
Ur-Otyugh,144,14,2.0,6.0,0,0,21,7,-2.0,4,-3.0,17,0.0,0,12,1,5,-2.0,0.0,16,10.0
Vampire,142,16,7.0,5.0,3,0,28,14,3.0,5,8.0,15,8.0,0,17,6,18,3.0,4.0,20,11.0
Vampire Assassin,142,16,7.0,5.0,3,0,28,14,3.0,5,8.0,15,8.0,0,17,8,18,3.0,4.0,20,12.0
Vampire Mage,142,16,7.0,5.0,3,0,56,14,3.0,5,8.0,15,8.0,0,17,7,18,3.0,4.0,20,13.0
Vampire Spawn,76,15,4.0,4.0,3,0,27,9,0.0,0,2.0,9,5.0,0,14,3,14,0.0,3.0,18,4.0
Vampire Warrior,142,18,7.0,5.0,3,0,42,14,3.0,5,8.0,15,8.0,0,17,6,18,3.0,4.0,20,12.0
Vengeful Ghost,58,11,1.0,0.0,5,3,68,17,0.0,0,3.0,13,1.0,9,11,5,16,0.0,1.0,10,8.0
Veteran,58,16,0.0,4.0,0,0,28,7,0.0,0,0.0,9,3.0,0,12,0,10,0.0,1.0,14,3.0
Violet Fungus,18,5,-4.0,0.0,0,0,10,5,-5.0,0,-5.0,4,-5.0,8,6,1,1,-5.0,-5.0,10,0.25
Vrock,104,15,5.0,4.0,4,1,56,14,2.0,0,3.0,11,6.0,1,12,2,10,-1.0,3.0,18,6.0
Vulture,4,10,1.0,0.0,0,0,2,2,-4.0,0,-2.0,1,0.0,0,13,1,6,-4.0,0.0,10,0.0
Walking Statue,66,16,0.0,4.0,0,2,15,15,-5.0,0,-5.0,7,-1.0,8,10,3,1,-5.0,-1.0,18,3.0
Wallflower,33,14,2.0,2.0,1,0,9,9,-4.0,0,-3.0,6,2.0,0,12,1,5,-4.0,2.0,14,2.0
Warhordling Orc Eye,32,14,5.0,2.0,0,0,70,14,1.0,0,3.0,5,0.0,0,13,3,12,1.0,0.0,14,2.0
Warhordling Orc War Chief,90,16,4.0,6.0,0,0,20,10,0.0,0,2.0,12,7.0,0,14,0,14,0.0,4.0,16,5.0
Warhordling Orc Warrior,11,13,2.0,1.0,0,0,7,7,0.0,0,0.0,2,1.0,0,14,0,10,0.0,1.0,12,0.25
Warhorse,30,11,1.0,2.0,0,0,7,7,-4.0,0,-2.0,4,1.0,0,11,0,6,-4.0,1.0,14,0.5
Warlords Ghost,58,13,2.0,0.0,5,3,0,0,1.0,0,4.0,13,3.0,9,10,5,18,1.0,3.0,10,4.0
Warrior,11,13,2.0,1.0,0,0,8,4,0.0,0,0.0,2,1.0,0,14,0,10,0.0,1.0,12,0.125
Warrior Band,55,13,2.0,1.0,0,0,44,22,0.0,0,0.0,10,1.0,0,14,3,10,0.0,1.0,12,3.0
Water Elemental,114,14,0.0,4.0,2,1,39,13,-2.0,0,-2.0,12,2.0,8,10,3,6,-2.0,2.0,18,5.0
Weasel,1,13,1.0,-1.0,0,0,1,1,-4.0,0,-3.0,1,3.0,0,13,1,4,-4.0,3.0,8,0.0
Werebear,135,11,1.0,3.0,0,2,55,11,0.0,0,1.0,18,0.0,0,16,2,12,0.0,0.0,16,5.0
Wereboar,78,12,0.0,2.0,0,2,30,10,0.0,0,0.0,12,0.0,0,12,2,10,0.0,0.0,14,4.0
Wererat,33,12,0.0,1.0,2,0,15,5,0.0,0,0.0,6,2.0,0,12,3,10,0.0,2.0,12,2.0
Weretiger,90,13,1.0,3.0,0,2,40,8,0.0,0,0.0,12,3.0,0,15,2,10,0.0,3.0,16,2.0
Werewolf,58,12,0.0,2.0,0,2,24,6,0.0,0,0.0,9,2.0,0,14,2,10,0.0,2.0,14,3.0
White Dragon Wyrmling,45,16,0.0,2.0,0,1,26,13,-2.0,0,0.0,7,1.0,0,12,1,10,-2.0,1.0,14,2.0
Wight,45,15,1.0,3.0,4,0,18,6,0.0,0,2.0,6,2.0,0,13,3,14,0.0,2.0,16,3.0
Will-o-Wisp,28,17,2.0,0.0,6,2,10,10,1.0,0,1.0,8,7.0,8,12,4,12,1.0,7.0,10,2.0
Winter Hag,120,17,6.0,6.0,1,0,75,15,3.0,0,4.0,16,3.0,0,16,3,18,3.0,3.0,16,7.0
Winter Wolf,67,13,1.0,2.0,0,1,22,11,-2.0,0,-1.0,9,1.0,0,13,3,8,-2.0,1.0,14,3.0
Wolf,11,12,1.0,1.0,0,0,5,5,-4.0,0,-2.0,2,2.0,0,13,2,6,-4.0,2.0,12,0.25
Wood Elf Scout,19,15,2.0,2.0,0,0,21,7,0.0,0,0.0,3,5.0,0,16,1,10,0.0,3.0,14,0.5
Wood Elf Sharpshooter,90,16,7.0,3.0,0,0,30,10,1.0,0,1.0,12,7.0,0,20,3,12,1.0,4.0,16,5.0
Worg,22,13,0.0,0.0,0,0,9,9,-2.0,0,-1.0,4,1.0,0,12,1,8,-2.0,1.0,10,0.5
Wraith,67,13,3.0,3.0,6,2,0,0,1.0,0,2.0,9,3.0,9,12,5,14,1.0,3.0,16,5.0
Wraith Lord,171,15,4.0,5.0,5,3,72,12,3.0,0,4.0,18,5.0,9,14,5,18,3.0,5.0,20,13.0
Wyvern,110,13,1.0,3.0,0,0,52,13,-3.0,0,-2.0,13,0.0,0,14,1,6,-3.0,0.0,16,6.0
Xorn,73,19,0.0,6.0,3,0,39,13,0.0,0,0.0,7,0.0,0,16,3,10,0.0,0.0,22,5.0
Yeti,68,12,1.0,3.0,0,1,27,9,-1.0,0,3.0,8,1.0,0,13,3,16,-1.0,1.0,16,4.0
Yobbo,11,15,-1.0,0.0,0,0,10,5,3.0,0,-1.0,3,2.0,0,9,2,8,3.0,2.0,10,1.0
Young Amethyst Dragon,133,17,5.0,7.0,2,0,76,19,8.0,0,7.0,14,3.0,1,15,2,16,4.0,3.0,16,9.0
Young Black Dragon,144,18,5.0,7.0,0,1,80,20,1.0,0,6.0,17,6.0,0,18,4,14,1.0,2.0,16,9.0
Young Blue Dragon,152,18,5.0,8.0,0,1,84,21,2.0,0,7.0,16,4.0,0,18,3,16,2.0,0.0,18,10.0
Young Brass Dragon,153,17,5.0,7.0,0,1,120,20,3.0,0,6.0,18,4.0,0,18,2,14,3.0,0.0,16,9.0
Young Bronze Dragon,152,17,5.0,8.0,0,1,230,23,2.0,4,7.0,16,4.0,0,18,3,18,2.0,0.0,18,10.0
Young Copper Dragon,144,17,5.0,7.0,0,1,90,15,3.0,0,6.0,17,5.0,0,15,2,14,3.0,1.0,16,9.0
Young Earth Dragon,161,18,7.0,8.0,1,0,88,22,5.0,0,4.0,17,1.0,1,20,4,10,1.0,1.0,18,10.0
Young Emerald Dragon,133,17,5.0,7.0,2,0,80,20,8.0,0,7.0,14,4.0,1,17,2,16,4.0,4.0,16,9.0
Young Gold Dragon,157,18,5.0,9.0,0,1,132,22,3.0,0,9.0,15,6.0,0,18,2,20,3.0,2.0,20,10.0
Young Green Dragon,161,17,5.0,7.0,0,1,80,20,3.0,0,6.0,19,5.0,1,18,3,14,3.0,1.0,16,10.0
Young Red Dragon,178,18,5.0,9.0,0,1,88,22,2.0,0,8.0,17,4.0,0,18,3,18,2.0,0.0,20,11.0
Young Red Dragon Zombie,178,16,-1.0,5.0,0,2,88,22,-4.0,0,-3.0,17,-2.0,0,9,2,4,-4.0,-2.0,20,11.0
Young River Dragon,142,17,7.0,6.0,1,0,76,19,5.0,0,5.0,19,7.0,1,17,5,12,1.0,3.0,14,9.0
Young Sapphire Dragon,161,18,7.0,7.0,0,1,80,20,8.0,0,6.0,19,4.0,1,20,2,14,4.0,4.0,16,10.0
Young Shadow Dragon,114,17,5.0,8.0,6,2,80,20,5.0,0,4.0,12,6.0,7,15,4,18,1.0,2.0,18,10.0
Young Silver Dragon,157,18,4.0,9.0,0,1,132,22,2.0,0,8.0,15,6.0,0,17,2,18,2.0,2.0,20,10.0
Young White Dragon,152,17,5.0,8.0,0,1,80,20,-1.0,0,5.0,16,4.0,0,18,2,12,-1.0,0.0,18,9.0
Zombie,15,8,-2.0,3.0,0,1,12,6,-4.0,0,-3.0,2,-2.0,2,8,2,4,-4.0,-2.0,16,0.25
Zombie Horde,75,8,-2.0,3.0,0,1,64,32,-4.0,0,-3.0,10,-2.0,2,8,4,4,-4.0,-2.0,16,4.0
Zombie Knight,52,16,-1.0,2.0,0,1,40,10,-4.0,0,-3.0,8,-2.0,2,9,2,4,-4.0,-2.0,14,3.0
Dire Pangolin,82,16,1.0,2.0,1,0,0,0,-4.0,0,-2.0,11,0.0,0,13,2,7,-4.0,0.0,15,4.0
Wakwak,45,13,0.0,2.0,0,0,0,0,-4.0,0,-2.0,6,1.0,0,12,3,6,-4.0,1.0,14,2.0
Clockwork Armadillo,22,14,0.0,2.0,0,2,0,0,-3.0,0,0.0,4,6.0,6,12,4,10,-3.0,4.0,14,0.25
"Ogre, Black Sun",152,17,4.0,7.0,0,0,0,0,0.0,0,5.0,16,1.0,0,14,2,14,0.0,1.0,18,8.0
"Dwarf, Pike Guard",30,16,1.0,3.0,1,0,0,0,0.0,0,-1.0,4,-1.0,0,13,1,9,0.0,-1.0,16,0.5
"Dragon, Prismatic Adult",212,18,7.0,1.0,0,1,0,0,4.0,4,8.0,17,5.0,1,22,1,17,4.0,0.0,23,16.0
"Swarm, Biting Gnat",16,13,0.0,1.0,3,0,0,0,-5.0,0,-5.0,3,3.0,8,10,3,1,-5.0,3.0,12,0.25
Npc: Infiltrator,55,13,2.0,1.0,0,0,400,80,3.0,0,3.0,10,2.0,0,14,1,16,3.0,2.0,13,2.0
Peri,60,15,3.0,2.0,2,0,15,5,0.0,0,6.0,11,3.0,0,11,1,18,0.0,3.0,14,2.0
Chemosit,119,15,5.0,7.0,4,0,0,0,1.0,0,5.0,14,3.0,0,15,1,15,1.0,3.0,18,5.0
"Angel, Psychopomp",68,14,5.0,6.0,3,0,0,0,2.0,0,6.0,8,2.0,4,15,4,18,2.0,2.0,18,4.0
"Crab, Razorback",58,17,0.0,2.0,0,0,0,0,-4.0,0,-4.0,9,0.0,0,10,2,3,-4.0,0.0,14,2.0
"Dragon, Sand Young",189,19,7.0,9.0,1,1,0,0,1.0,0,6.0,18,5.0,1,21,3,14,1.0,1.0,21,11.0
Berberoka,114,16,4.0,4.0,1,1,0,0,-2.0,0,0.0,12,0.0,3,14,8,10,-2.0,0.0,18,7.0
Rockwood,94,17,2.0,4.0,1,1,240,60,0.0,0,0.0,9,-1.0,5,12,6,10,0.0,-1.0,19,6.0
"Dragonette, Shovel",33,12,1.0,3.0,0,0,0,0,-1.0,0,0.0,6,0.0,0,13,3,10,-1.0,0.0,16,0.5
Rochade,27,14,0.0,1.0,0,0,40,20,-2.0,0,-1.0,6,4.0,0,12,2,8,-2.0,4.0,12,0.5
"Derro, Hellforged",112,16,-2.0,7.0,2,2,0,0,0.0,0,5.0,15,5.0,1,11,3,15,0.0,2.0,18,6.0
Pelagic Blush Worm,188,17,5.0,8.0,0,2,0,0,-5.0,0,-3.0,13,6.0,0,15,3,4,-5.0,2.0,19,9.0
Jinnborn Air Pirate,26,14,1.0,2.0,1,0,160,80,0.0,0,2.0,4,2.0,0,11,3,14,0.0,2.0,14,0.5
Dire Wildebeest,150,14,0.0,2.0,0,1,0,0,-4.0,0,-3.0,20,3.0,2,13,1,5,-4.0,3.0,14,7.0
Drudge Pitcher,168,16,0.0,4.0,2,1,0,0,-3.0,0,-4.0,16,-1.0,3,10,1,3,-3.0,-1.0,18,10.0
"Gremlin, Bilge Bosun",60,15,0.0,2.0,0,1,15,5,2.0,0,2.0,11,4.0,1,10,3,14,2.0,4.0,14,2.0
"Dwarf, Firecracker",68,14,-1.0,6.0,2,0,0,0,2.0,0,0.0,8,2.0,0,9,2,10,2.0,0.0,18,3.0
Nariphon,195,10,2.0,5.0,0,3,90,30,-2.0,0,-1.0,17,-2.0,3,17,2,9,-2.0,-2.0,21,13.0
Akanka,45,12,0.0,2.0,0,0,0,0,2.0,0,3.0,7,2.0,1,12,3,16,2.0,2.0,14,2.0
"Ogre, Rockchewer",126,14,-1.0,4.0,1,0,360,60,-2.0,0,-2.0,12,-2.0,0,9,1,7,-2.0,-2.0,18,5.0
Alazai,149,16,7.0,6.0,0,2,0,0,0.0,0,5.0,13,6.0,2,13,4,20,0.0,2.0,22,10.0
Dawnfly,261,21,2.0,4.0,0,5,0,0,-5.0,3,4.0,18,5.0,4,12,3,18,-5.0,5.0,19,19.0
Obeleric,75,15,1.0,3.0,0,0,80,20,-2.0,0,-2.0,10,2.0,2,12,2,7,-2.0,2.0,16,3.0
"Dragon, Prismatic Young",142,17,5.0,7.0,0,1,0,0,3.0,0,5.0,15,3.0,1,18,0,15,3.0,0.0,19,8.0
Cave Sovereign,253,18,6.0,1.0,3,1,0,0,8.0,4,5.0,22,-1.0,2,16,7,20,3.0,-1.0,20,16.0
Npc: Apostle,117,15,7.0,2.0,0,0,0,0,0.0,0,5.0,18,1.0,0,10,2,14,0.0,1.0,15,6.0
"Dwarf, Pike Guard Captain",93,18,4.0,4.0,1,0,0,0,3.0,0,1.0,11,-1.0,0,14,2,12,0.0,-1.0,19,5.0
"Devil, Devilflame Juggler",178,18,7.0,5.0,2,2,0,0,6.0,0,9.0,17,5.0,2,12,4,19,1.0,5.0,20,13.0
"Demon, Balbazu",36,13,0.0,1.0,4,1,0,0,-3.0,0,-2.0,8,3.0,1,10,4,7,-3.0,3.0,13,2.0
"Rakshasa, Servitor",32,13,2.0,2.0,1,0,90,30,1.0,0,0.0,5,3.0,0,14,1,11,1.0,3.0,14,0.5
"Swarm, Ice Borers",40,12,0.0,0.0,3,1,0,0,-4.0,0,-4.0,9,2.0,8,10,5,3,-4.0,2.0,10,2.0
