name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance,speed.lightwalking
Harpy,3,Monstrosity,Monstrosity,0,0,11,38,7,12,12,12,10,10,14,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,1.0,2,0,0,0,0,20.0,,,,,,40.0,,,,,,,,,,,,,,,,
Hawk,1,Beast,Beast,0,0,13,1,1,4,16,8,2,14,4,-3.0,3.0,-1.0,-4.0,2.0,-3.0,2.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,10.0,,,,,,60.0,,,,,,,,,,,,,,,,
Hell Hound,3,Fiend,Fiend,0,0,15,52,7,16,14,16,6,12,8,3.0,2.0,3.0,-2.0,1.0,-1.0,1.0,0,0,1,0,15,18.0,0.0,0.0,0.0,0.0,1,3.0,2,0,0,3,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Hezrou,4,Fiend,Fiend,0,0,16,136,13,18,16,20,8,12,12,7.0,3.0,8.0,2.0,4.0,1.0,1.0,0,4,1,1,11,36.0,0.0,0.0,0.0,36.0,2,10.0,6,1,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
High Elf Noble,3,Humanoid,Humanoid,0,0,15,13,3,10,12,10,10,12,14,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,0.25,2,2,0,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
High Priest,3,Humanoid,Humanoid,0,0,18,82,11,14,10,16,12,18,16,2.0,0.0,3.0,4.0,7.0,6.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1,6.0,5,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Hill Dwarf Wrestler,3,Humanoid,Humanoid,0,0,14,75,10,16,14,16,10,14,10,5.0,4.0,3.0,0.0,2.0,0.0,2.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,4.0,5,4,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Hill Giant,5,Giant,Giant,0,0,13,105,10,20,8,18,6,10,6,8.0,-1.0,7.0,-2.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,6.0,4,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Hill Giant Chief,5,Giant,Giant,0,0,13,126,12,20,8,18,6,10,6,8.0,-1.0,7.0,-2.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,8.0,4,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Hippogriff,4,Monstrosity,Monstrosity,0,0,12,39,6,16,13,12,2,12,8,3.0,1.0,1.0,-4.0,1.0,-1.0,1.0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0,0,1,0,40.0,,,,,,60.0,,,,,,,,,,,,,,,,
Hobgoblin,3,Humanoid,Humanoid,0,0,16,19,3,13,12,14,10,10,10,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,12,18.0,0.0,0.0,0.0,0.0,2,0.5,2,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Hobgoblin Captain,3,Humanoid,Humanoid,0,0,18,52,8,16,14,14,14,12,14,5.0,2.0,2.0,2.0,3.0,2.0,1.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,3.0,4,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Hobgoblin Warlord,3,Humanoid,Humanoid,0,0,18,104,16,16,14,14,14,12,14,5.0,2.0,2.0,2.0,3.0,2.0,1.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,3.0,4,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Holy Knight,3,Humanoid,Humanoid,0,0,18,93,11,18,12,18,12,14,14,7.0,1.0,7.0,1.0,5.0,5.0,2.0,0,0,0,1,15,0.0,0.0,0.0,0.0,0.0,1,6.0,6,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Homunculus,1,Construct,Construct,0,0,13,5,2,4,16,10,10,10,10,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,10,18.0,0.0,0.0,0.0,0.0,1,0.0,1,0,0,1,0,20.0,,,,,,40.0,,,,,,,,,,,,,,,,
Horde Demon,3,Fiend,Fiend,0,0,13,52,8,16,12,14,8,8,8,3.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,0,4,1,1,11,36.0,0.0,0.0,0.0,0.0,1,3.0,1,0,0,13,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Horde Demon Band,4,Fiend,Fiend,0,0,13,260,40,16,12,14,8,8,8,3.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,0,4,1,1,11,36.0,0.0,0.0,0.0,0.0,1,13.0,2,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Horde of Shadows,4,Undead,Undead,0,0,12,90,20,6,14,10,8,10,14,-2.0,2.0,0.0,-1.0,0.0,2.0,0.0,-1,6,2,9,10,36.0,0.0,0.0,0.0,0.0,0,4.0,2,0,0,6,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Horned Devil,4,Fiend,Fiend,0,0,18,168,16,20,16,20,12,16,16,9.0,7.0,5.0,1.0,7.0,7.0,3.0,0,3,2,1,13,36.0,0.0,0.0,0.0,36.0,2,11.0,5,1,0,3,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Horned Tauric,4,Fey,Fey,0,0,13,45,6,16,16,14,10,16,10,3.0,3.0,2.0,0.0,3.0,0.0,3.0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,3,2.0,5,0,0,0,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Hound Guardian,3,Construct,Construct,0,0,15,32,5,16,10,14,2,12,6,3.0,0.0,2.0,-4.0,1.0,-2.0,1.0,0,0,3,6,13,18.0,0.0,0.0,0.0,0.0,1,1.0,1,1,0,4,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Hunter Shark,4,Beast,Beast,0,0,12,45,6,18,12,14,2,10,4,4.0,1.0,2.0,-4.0,0.0,-3.0,0.0,0,0,0,0,12,0.0,9.0,0.0,0.0,0.0,0,2.0,1,0,0,1,0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,
Hydra,5,Monstrosity,Monstrosity,0,0,16,172,15,20,12,20,2,12,6,5.0,1.0,5.0,-4.0,1.0,-2.0,1.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,0,9.0,2,0,3,7,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Hyena,3,Beast,Beast,0,0,11,4,1,10,12,10,2,12,4,0.0,1.0,0.0,-4.0,1.0,-3.0,1.0,0,0,0,0,13,9.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Ice Devil,4,Fiend,Fiend,0,0,18,180,19,20,14,18,18,16,18,5.0,6.0,8.0,4.0,7.0,8.0,3.0,0,2,3,1,13,36.0,18.0,0.0,0.0,36.0,2,12.0,6,2,0,3,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Ice Mephit,2,Elemental,Elemental,0,0,12,21,6,8,14,10,8,10,10,-1.0,2.0,0.0,-1.0,0.0,0.0,0.0,-2,0,2,1,12,18.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,3,0,30.0,,,,,,30.0,,,,,,,,,,,,,,,,
Ice Worm,6,Monstrosity,Monstrosity,0,0,18,247,15,28,8,22,2,10,4,14.0,-1.0,11.0,1.0,5.0,2.0,0.0,0,0,0,0,15,0.0,9.0,18.0,0.0,0.0,0,15.0,4,1,0,2,0,50.0,,,,,,,,20.0,,,,,,,,,,,,,,
Imp,1,Fiend,Fiend,0,0,13,14,4,6,16,12,10,12,14,-2.0,3.0,1.0,0.0,1.0,2.0,1.0,0,3,2,1,13,36.0,0.0,0.0,0.0,36.0,2,0.5,2,0,0,4,0,20.0,,,,,,40.0,,,,,,,,,,,,,,,,
Imp Familiar,1,Fiend,Fiend,0,0,13,14,4,6,16,12,10,12,14,-2.0,3.0,1.0,0.0,1.0,2.0,1.0,0,3,2,1,13,36.0,0.0,0.0,0.0,36.0,2,0.5,2,0,0,5,0,20.0,,,,,,40.0,,,,,,,,,,,,,,,,
Intellect Devourer,1,Aberration,Aberration,0,0,14,36,8,6,16,14,16,14,14,-2.0,3.0,2.0,5.0,4.0,4.0,2.0,0,0,0,0,12,0.0,18.0,0.0,0.0,36.0,2,3.0,4,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Invisible Stalker,3,Elemental,Elemental,0,0,14,104,16,16,18,14,10,14,10,3.0,4.0,2.0,0.0,2.0,0.0,2.0,0,1,1,8,15,18.0,0.0,0.0,0.0,0.0,2,6.0,2,0,0,3,0,50.0,,,,,,50.0,,,,,,,,,,,,,,,,
Iron Guardian,4,Construct,Construct,0,0,20,210,20,24,12,20,3,12,1,7.0,1.0,5.0,-4.0,1.0,-5.0,1.0,0,0,5,6,11,36.0,0.0,0.0,0.0,0.0,1,14.0,3,1,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Jackal,2,Beast,Beast,0,0,12,3,1,8,14,10,2,12,4,-1.0,2.0,0.0,-4.0,1.0,-3.0,1.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Jackalope,1,Beast,Beast,0,0,14,55,10,11,19,16,6,17,14,2.0,6.0,5.0,-2.0,3.0,2.0,3.0,0,1,0,1,17,0.0,0.0,0.0,0.0,0.0,1,3.0,1,2,0,3,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Jackalwere,3,Fiend,Fiend,0,0,12,18,4,10,14,10,12,10,14,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0,2,0,0,12,18.0,0.0,0.0,0.0,0.0,1,0.5,3,0,0,4,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Jackalwere Pack Leader,3,Fiend,Fiend,0,0,12,36,8,10,14,10,12,10,14,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0,2,0,0,12,18.0,0.0,0.0,0.0,0.0,1,2.0,4,0,0,4,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Kech,3,Humanoid,Humanoid,0,0,12,30,5,14,14,14,10,12,10,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,2,1.0,3,0,0,0,0,30.0,,,,,,,,,,,40.0,,,,,,,,,,,
Khalkos,3,Aberration,Aberration,0,0,16,130,20,12,16,14,18,16,16,1.0,3.0,2.0,8.0,7.0,7.0,3.0,0,3,0,1,17,18.0,0.0,0.0,0.0,36.0,4,9.0,3,2,0,3,0,30.0,,,,,,30.0,,,,,,,,,,,,,,,,
Khalkos Spawn,1,Aberration,Aberration,0,0,16,27,6,6,16,14,18,14,12,-2.0,3.0,2.0,5.0,4.0,3.0,2.0,0,3,0,1,12,18.0,0.0,0.0,0.0,36.0,1,2.0,2,0,0,1,0,30.0,,,,,,30.0,,,,,,,,,,,,,,,,
Killer Whale,5,Beast,Beast,0,0,12,75,10,18,10,12,3,14,6,4.0,0.0,1.0,-4.0,2.0,-2.0,2.0,0,0,0,0,12,0.0,36.0,0.0,0.0,0.0,0,3.0,1,0,0,3,0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,
King Fomor,6,Celestial,Celestial,0,0,21,656,32,30,24,30,22,24,26,17.0,7.0,17.0,13.0,14.0,15.0,7.0,0,0,2,0,17,0.0,0.0,0.0,36.0,0.0,3,22.0,4,0,5,2,0,60.0,,,,,,60.0,,,,,,,,,,,,,,,,
Knight,3,Humanoid,Humanoid,0,0,18,52,8,16,12,14,10,10,14,5.0,1.0,4.0,0.0,2.0,2.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,3.0,6,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Knight Captain,3,Humanoid,Humanoid,0,0,20,171,18,20,12,20,12,12,16,5.0,1.0,10.0,1.0,6.0,3.0,1.0,0,0,0,1,18,0.0,0.0,0.0,0.0,0.0,1,14.0,6,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Kobold,2,Humanoid,Humanoid,0,0,12,7,3,6,14,8,10,8,10,-2.0,2.0,-1.0,0.0,-1.0,0.0,-1.0,0,0,0,0,9,18.0,0.0,0.0,0.0,0.0,2,0.125,2,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Kobold Broodguard,2,Humanoid,Humanoid,0,0,16,44,8,14,14,14,10,10,12,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,2.0,4,1,0,2,0,25.0,,,,,,,,,,,,,,,,,,,,,,
Kobold Broodguard Dragon Servitor,2,Humanoid,Humanoid,0,0,16,44,8,14,14,14,10,10,12,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,2.0,4,1,0,5,0,25.0,,,,,,,,,,,,,,,,,,,,,,
Kobold Dragon Servitor,2,Humanoid,Humanoid,0,0,12,7,3,6,14,8,10,8,10,-2.0,2.0,-1.0,0.0,-1.0,0.0,-1.0,0,0,0,0,9,18.0,0.0,0.0,0.0,0.0,2,1.0,2,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Kobold Sorcerer,2,Humanoid,Humanoid,0,0,12,27,5,6,14,14,10,10,14,-2.0,2.0,2.0,0.0,0.0,2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,1.0,3,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Kobold Sorcerer Dragon Servitor,2,Humanoid,Humanoid,0,0,12,27,5,6,14,14,10,10,14,-2.0,2.0,2.0,0.0,0.0,2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,2.0,3,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Kraken,6,Monstrosity,Monstrosity,0,0,20,444,24,30,10,26,22,18,18,18.0,8.0,16.0,14.0,12.0,4.0,4.0,0,3,2,0,14,0.0,0.0,0.0,36.0,36.0,2,25.0,7,0,4,4,0,20.0,60.0,,,,,,,,,,,,,,,,,,,,,
Lacedon,3,Undead,Undead,0,0,12,22,5,12,14,10,6,10,6,1.0,2.0,0.0,-2.0,0.0,-2.0,0.0,0,1,1,4,10,18.0,0.0,0.0,0.0,0.0,1,1.0,2,0,0,2,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Lamia,4,Monstrosity,Monstrosity,0,0,13,85,10,16,16,16,14,16,18,3.0,3.0,3.0,2.0,3.0,4.0,3.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,2,4.0,4,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Lemure,3,Fiend,Fiend,0,0,7,13,3,10,4,10,1,10,2,0.0,-3.0,0.0,-5.0,0.0,-4.0,0.0,0,1,2,1,10,36.0,0.0,0.0,0.0,0.0,1,0.125,1,0,0,3,0,15.0,,,,,,,,,,,,,,,,,,,,,,
Lemure Band,4,Fiend,Fiend,0,0,7,67,15,10,4,10,1,10,2,0.0,-3.0,0.0,-5.0,0.0,-4.0,0.0,0,1,2,1,10,36.0,0.0,0.0,0.0,0.0,1,2.0,1,0,0,6,0,15.0,,,,,,,,,,,,,,,,,,,,,,
Lich,3,Undead,Undead,0,0,18,170,20,12,16,18,20,16,16,1.0,3.0,11.0,12.0,10.0,3.0,3.0,0,2,3,5,20,0.0,0.0,0.0,36.0,0.0,1,21.0,10,6,4,6,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Lion,4,Beast,Beast,0,0,12,30,4,16,14,14,3,12,4,3.0,2.0,2.0,-4.0,1.0,-3.0,1.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,1.0,2,0,0,3,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Lizard,1,Beast,Beast,0,0,10,2,1,2,10,10,2,10,4,-4.0,0.0,0.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,9.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,20.0,,,,,,,,,,,20.0,,,,,,,,,,,
Lizardfolk,3,Humanoid,Humanoid,0,0,14,22,4,14,12,12,10,10,8,2.0,1.0,1.0,0.0,0.0,-1.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,0.5,5,0,0,1,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Lizardfolk Chosen One,3,Humanoid,Humanoid,0,0,15,75,10,16,12,16,10,12,14,3.0,1.0,5.0,0.0,3.0,2.0,1.0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,1,4.0,3,1,0,2,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Mage,3,Humanoid,Humanoid,0,0,12,67,9,10,14,16,16,12,10,0.0,2.0,3.0,6.0,4.0,0.0,1.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1,6.0,6,3,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Magma Mephit,2,Elemental,Elemental,0,0,11,21,6,8,12,10,8,10,10,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1,0,2,1,12,18.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,3,0,30.0,,,,,,30.0,,,,,,,,,,,,,,,,
Magmin,2,Elemental,Elemental,0,0,14,14,4,8,14,10,8,10,10,-1.0,2.0,0.0,-1.0,0.0,0.0,0.0,0,1,2,0,10,0.0,0.0,0.0,0.0,0.0,1,0.5,2,0,0,3,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Malcubus,3,Fiend,Fiend,0,0,14,78,12,10,16,14,14,16,20,0.0,3.0,2.0,2.0,3.0,5.0,3.0,0,5,0,0,15,18.0,0.0,0.0,0.0,18.0,4,4.0,5,2,0,3,0,30.0,,,,,,60.0,,,,,,,,,,,,,,,,
Mammoth,5,Beast,Beast,0,0,13,115,10,24,8,20,4,10,6,7.0,-1.0,5.0,-3.0,0.0,-2.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,6.0,2,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Manticore,4,Monstrosity,Monstrosity,0,0,14,68,8,16,14,16,8,12,8,3.0,2.0,3.0,-1.0,1.0,-1.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,1,3.0,5,1,0,0,0,30.0,,,,,,50.0,,,,,,,,,,,,,,,,
Marid,4,Elemental,Elemental,0,0,17,172,15,22,16,22,16,14,16,6.0,3.0,10.0,7.0,6.0,7.0,2.0,0,3,0,0,16,36.0,9.0,0.0,0.0,0.0,1,11.0,3,0,0,2,0,30.0,90.0,,,,,60.0,,,,,,,,,,,,,,,,
Marid Noble,4,Elemental,Elemental,0,0,17,344,30,22,16,22,16,14,16,6.0,3.0,10.0,7.0,6.0,7.0,2.0,0,3,0,0,16,36.0,9.0,0.0,0.0,0.0,1,11.0,3,0,0,2,0,30.0,90.0,,,,,60.0,,,,,,,,,,,,,,,,
Marilith,4,Fiend,Fiend,0,0,18,220,21,20,22,20,20,18,20,10.0,11.0,10.0,5.0,9.0,10.0,4.0,0,4,1,1,14,0.0,0.0,0.0,36.0,36.0,2,16.0,2,3,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Master Assassin,3,Humanoid,Humanoid,0,0,18,143,22,20,20,14,15,12,12,5.0,11.0,2.0,8.0,7.0,1.0,1.0,0,0,0,0,17,18.0,6.0,0.0,0.0,0.0,1,17.0,3,0,0,6,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Master Thief,3,Humanoid,Humanoid,0,0,18,143,22,20,20,14,15,12,12,5.0,11.0,2.0,8.0,7.0,1.0,1.0,0,0,0,0,17,18.0,6.0,0.0,0.0,0.0,1,17.0,3,0,0,5,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Mastiff,3,Beast,Beast,0,0,12,9,2,12,14,10,3,12,6,1.0,2.0,0.0,-4.0,1.0,-2.0,1.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Medusa,3,Monstrosity,Monstrosity,0,0,14,120,16,12,18,16,12,14,14,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,1,7.0,3,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Medusa Queen,3,Monstrosity,Monstrosity,0,0,14,153,18,12,18,16,12,14,14,1.0,4.0,3.0,1.0,2.0,2.0,2.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,1,11.0,3,0,5,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Merclops,5,Giant,Giant,0,0,13,126,11,20,10,20,8,10,10,5.0,0.0,5.0,-1.0,0.0,0.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1,7.0,3,2,0,3,0,,60.0,,,,,,,,,,,,,,,,,,,,,
Merfolk,3,Humanoid,Humanoid,0,0,11,11,2,10,12,12,10,10,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,12,9.0,0.0,0.0,0.0,0.0,2,0.125,1,0,0,1,0,10.0,40.0,,,,,,,,,,,,,,,,,,,,,
Merfolk Knight,3,Humanoid,Humanoid,0,0,15,52,8,16,12,14,10,10,14,5.0,1.0,4.0,0.0,2.0,2.0,0.0,0,0,0,0,12,9.0,0.0,0.0,0.0,0.0,2,3.0,4,0,0,2,0,10.0,40.0,,,,,,,,,,,,,,,,,,,,,
Merrow,4,Monstrosity,Monstrosity,0,0,13,45,6,18,10,14,10,12,10,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,4,2.0,2,0,0,1,0,10.0,40.0,,,,,,,,,,,,,,,,,,,,,
Merrow Mage,4,Monstrosity,Monstrosity,0,0,13,45,6,18,10,14,10,12,14,4.0,0.0,2.0,0.0,1.0,2.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,4,4.0,2,0,0,3,0,10.0,40.0,,,,,,,,,,,,,,,,,,,,,
Mimic,3,Monstrosity,Monstrosity,0,0,12,52,8,18,14,14,6,14,8,4.0,2.0,2.0,-2.0,2.0,-1.0,2.0,0,0,0,2,12,18.0,0.0,0.0,0.0,0.0,0,2.0,5,0,0,4,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Minotaur,4,Monstrosity,Monstrosity,0,0,14,76,9,18,10,16,10,16,10,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0,0,0,0,18,18.0,0.0,0.0,0.0,0.0,2,4.0,2,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Minotaur Champion,5,Monstrosity,Monstrosity,0,0,19,262,21,22,10,22,10,16,14,11.0,5.0,11.0,0.0,8.0,2.0,3.0,0,0,0,0,21,36.0,0.0,0.0,0.0,0.0,2,16.0,4,0,0,2,0,50.0,,,,,,,,,,,,,,,,,,,,,,
Minstrel,3,Humanoid,Humanoid,0,0,15,32,5,10,16,14,12,12,16,0.0,5.0,2.0,1.0,1.0,5.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,2.0,5,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Mirage Monster,5,Monstrosity,Monstrosity,0,0,12,76,9,18,14,14,6,14,8,4.0,2.0,2.0,-2.0,2.0,-1.0,2.0,0,0,0,2,12,18.0,0.0,0.0,0.0,0.0,0,4.0,5,0,3,5,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Miremuck Goblin King,3,Humanoid,Humanoid,0,0,15,62,8,12,16,10,12,8,18,1.0,3.0,0.0,1.0,-1.0,4.0,-1.0,0,0,0,0,9,18.0,0.0,0.0,0.0,0.0,2,3.0,2,1,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Mountain Dwarf Defender,3,Humanoid,Humanoid,0,0,20,52,8,16,12,14,10,10,14,5.0,1.0,4.0,0.0,2.0,2.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,3.0,6,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Mountain Dwarf Lord,3,Humanoid,Humanoid,0,0,20,171,18,20,12,20,12,12,16,5.0,1.0,10.0,1.0,6.0,3.0,1.0,0,0,0,1,18,0.0,0.0,0.0,0.0,0.0,1,14.0,5,2,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Mountain Dwarf Soldier,3,Humanoid,Humanoid,0,0,16,19,3,14,12,14,10,10,10,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,0.5,2,0,0,0,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Mule,3,Beast,Beast,0,0,10,11,2,12,10,12,2,10,4,3.0,0.0,1.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0,0.125,1,0,0,1,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Mummy,3,Undead,Undead,0,0,11,67,9,16,8,16,10,10,12,3.0,-1.0,3.0,0.0,2.0,1.0,0.0,0,1,2,5,10,18.0,0.0,0.0,0.0,0.0,1,3.0,3,0,0,2,0,20.0,,,,,,,,,,,,,,,,,,,,,,
Mummy Lord,3,Undead,Undead,0,0,17,221,26,18,10,18,12,18,16,4.0,0.0,9.0,6.0,9.0,8.0,4.0,0,0,3,5,14,18.0,0.0,0.0,0.0,0.0,1,15.0,7,1,6,6,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Murmuring Worm,5,Aberration,Aberration,0,0,16,195,17,20,12,20,8,14,18,5.0,1.0,5.0,-1.0,2.0,4.0,2.0,0,0,1,1,12,18.0,0.0,18.0,0.0,0.0,0,12.0,3,0,0,3,0,40.0,40.0,,,,,,,20.0,,,40.0,,,,,,,,,,,
Naiad,3,Fey,Fey,0,0,15,22,5,14,12,10,12,16,18,2.0,1.0,0.0,1.0,3.0,4.0,3.0,-1,0,0,0,14,18.0,0.0,0.0,0.0,0.0,2,1.0,1,0,0,3,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Nalfeshnee,4,Fiend,Fiend,0,0,18,184,16,20,16,22,20,16,16,10.0,3.0,11.0,10.0,8.0,8.0,3.0,0,4,1,1,13,0.0,0.0,0.0,36.0,36.0,2,13.0,4,0,0,2,0,20.0,,,,,,30.0,,,,,,,,,,,,,,,,
Necromancer,3,Humanoid,Humanoid,0,0,12,67,9,10,14,16,16,12,10,0.0,2.0,3.0,6.0,4.0,0.0,1.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1,6.0,6,3,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
